,description,size,specificity,phi_UB,AUC_UB,sensitivity,tn,F1,sensitivity_UB,specificity_UB,ConfusionMatrix,phi,precision,AUC,pp,sensitivity_LB,tp,specificity_LB,AUC_LB,p,fp,recall,pn,phi_LB,n,fn,degree,mean_area,mean_compactness,mean_concave_points,mean_concavity,mean_fractal_dimension,mean_perimeter,mean_radius,mean_smoothness,mean_symmetry,mean_texture,specificity_CI_diff,sensitivity_CI_diff,phi_CI_diff,AUC_CI_diff,sensitivity_CI_diff_impact,specificity_CI_diff_impact,sort_on_sensitivity,sort_on_specificity,sort_on_balanced,sort_on_sensitivity_impact,sort_on_specificity_impact
465,mean_fractal_dimension:q00-20  mean_perimeter:q60-80  mean_radius:q60-80,29,0.8666666666666667,0.8595939390012962,0.9421442121114335,0.7142857142857143,13,0.7692307692307692,0.9161106816933545,0.9834240865599164,True,0.5894338862466559,0.8333333333333334,0.7904761904761906,12,0.4189647428163384,10,0.5953973033966279,0.6388081688409476,14,2,0.7142857142857143,17,0.19883148240918908,15,4,3,,,,,q00-20,q60-80,q60-80,,,,-1.0,-1.0,-0.7678132627398432,-0.9553577247041656,0,0,761,746,1072,,
466,mean_fractal_dimension:q20-40  mean_perimeter:q20-40  mean_radius:q20-40,28,1.0,0.0,,,28,,,1.0,True,0.0,,,0,,0,0.8765638814997305,,0,0,,28,0.0,28,0,3,,,,,q20-40,q20-40,q20-40,,,,-1.0,,,,0,0,1208,873,814,,
467,mean_fractal_dimension:q20-40  mean_perimeter:q40-60  mean_radius:q40-60,32,1.0,1.0,,1.0,31,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.88781125307763,,1,0,1.0,31,0.0,31,0,3,,,,,q20-40,q40-60,q40-60,,,,-1.0,-1.0,-1.0,,0,0,773,669,1024,,
468,mean_fractal_dimension:q20-40  mean_perimeter:q60-80  mean_radius:q60-80,20,0.8333333333333334,1.0,1.0,0.875,10,0.823529411764706,0.9968402764687477,0.9791374745403382,True,0.6975184488828855,0.7777777777777778,0.8541666666666666,9,0.4734903291248362,7,0.5158622513139235,0.6894501966254146,8,2,0.875,11,0.38981938376529196,12,1,3,,,,,q20-40,q60-80,q60-80,,,,-1.0,-1.0,-1.068144229547742,-1.0,0,0,1152,1106,1476,,
469,mean_fractal_dimension:q40-60  mean_perimeter:q80-100  mean_radius:q80-100,27,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,27,0.8722971323845661,27,,,27,0,1.0,0,0.0,0,0,3,,,,,q40-60,q80-100,q80-100,,,,,-0.9665884627742786,,,0,0,1005,1263,860,,
470,mean_fractal_dimension:q40-60  mean_perimeter:q20-40  mean_radius:q20-40,31,1.0,0.0,,0.0,30,,0.975,1.0,True,0.0,,,0,0.0,0,0.8842966917779725,,1,0,0.0,31,0.0,30,1,3,,,,,q40-60,q20-40,q20-40,,,,-1.0,-1.0,,,0,0,544,659,621,,
471,mean_fractal_dimension:q60-80  mean_perimeter:q20-40  mean_radius:q20-40,23,1.0,0.0,,,23,,,1.0,True,0.0,,,0,,0,0.8518148710847749,,0,0,,23,0.0,23,0,3,,,,,q60-80,q20-40,q20-40,,,,-1.0,,,,0,0,1439,1079,1041,,
472,mean_fractal_dimension:q60-80  mean_perimeter:q60-80  mean_radius:q60-80,24,1.0,1.0,,1.0,7,1.0,1.0,1.0,True,1.0,1.0,1.0,17,0.8049356770312616,17,0.5903836027749514,,17,0,1.0,7,1.0,7,0,3,,,,,q60-80,q60-80,q60-80,,,,-1.0,-1.0,,,0,0,1074,987,1350,,
473,mean_fractal_dimension:q60-80  mean_perimeter:q00-20  mean_radius:q00-20,36,1.0,0.0,,,36,,,1.0,True,0.0,,,0,,0,0.9026062440854072,,0,0,,36,0.0,36,0,3,,,,,q60-80,q00-20,q00-20,,,,-1.0,,,,0,0,997,634,608,,
474,mean_fractal_dimension:q00-20  mean_perimeter:q40-60  mean_smoothness:q00-20,21,1.0,0.0,,0.0,20,,0.975,1.0,True,0.0,,,0,0.0,0,0.8315665290169145,,1,0,0.0,21,0.0,20,1,3,,,,,q00-20,q40-60,,q00-20,,,-1.0285650492294578,-1.0,,,0,0,1051,1160,1148,,
475,mean_fractal_dimension:q00-20  mean_radius:q40-60  mean_smoothness:q00-20,21,1.0,0.0,,0.0,20,,0.975,1.0,True,0.0,,,0,0.0,0,0.8315665290169145,,1,0,0.0,21,0.0,20,1,3,,,,,q00-20,,q40-60,q00-20,,,-1.0285650492294578,-1.0,,,0,0,1059,1168,1158,,
476,mean_fractal_dimension:q80-100  mean_smoothness:q80-100  mean_symmetry:q80-100,38,1.0,1.0,1.0,0.967741935483871,7,0.9836065573770492,0.9991836299281328,1.0,True,0.920203343586833,1.0,0.9838709677419355,30,0.8329788837697749,30,0.5903836027749514,0.9522586454106443,31,0,0.967741935483871,8,0.7437988659109781,7,1,3,,,,,q80-100,,,q80-100,q80-100,,-0.6354253783747152,-1.0629914268979404,-0.9368082314954762,-2.4196271258678075,0,0,591,579,922,,
477,mean_fractal_dimension:q00-20  mean_smoothness:q00-20  mean_symmetry:q00-20,23,0.9473684210526315,1.0,1.0,1.0,18,0.888888888888889,1.0,0.9986683711958152,True,0.870571500132014,0.8,0.9736842105263158,5,0.3976353643835142,4,0.7397193458047858,0.9221062109331566,4,1,1.0,18,0.33687863676566243,19,0,3,,,,,q00-20,,,q00-20,q00-20,,-1.0000972697617299,-0.8662921414218226,-0.7330908413062193,-2.8826417833032947,0,0,1142,986,1389,,
478,mean_perimeter:q80-100  mean_radius:q80-100  mean_smoothness:q80-100,27,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,27,0.8722971323845661,27,,,27,0,1.0,0,0.0,0,0,3,,,,,,q80-100,q80-100,q80-100,,,,-1.0,,,0,0,954,1262,881,,
479,mean_perimeter:q80-100  mean_radius:q80-100  mean_smoothness:q60-80,32,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,32,0.8911188393205571,32,,,32,0,1.0,0,0.0,0,0,3,,,,,,q80-100,q80-100,q60-80,,,,-1.0,,,0,0,778,1086,727,,
480,mean_perimeter:q80-100  mean_radius:q80-100  mean_smoothness:q40-60,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,3,,,,,,q80-100,q80-100,q40-60,,,,-1.0,,,0,0,1054,1362,1001,,
481,mean_perimeter:q20-40  mean_radius:q20-40  mean_smoothness:q20-40,29,1.0,0.0,,,29,,,1.0,True,0.0,,,0,,0,0.8805551309302788,,0,0,,29,0.0,29,0,3,,,,,,q20-40,q20-40,q20-40,,,-0.9686754158899054,,,,0,0,1150,790,796,,
482,mean_perimeter:q20-40  mean_radius:q20-40  mean_smoothness:q60-80,20,1.0,1.0,1.0,0.5,18,0.6666666666666666,0.987420882906321,1.0,True,0.6882472016116853,1.0,0.75,1,0.01257911709367899,1,0.8146980318621477,0.2600090038649865,2,0,0.5,19,0.0,18,1,3,,,,,,q20-40,q20-40,q60-80,,,-1.0,-1.0,-1.0,-1.0,0,0,1092,1174,1443,,
483,mean_perimeter:q20-40  mean_radius:q20-40  mean_smoothness:q00-20,24,1.0,0.0,,,24,,,1.0,True,0.0,,,0,,0,0.8575264022774187,,0,0,,24,0.0,24,0,3,,,,,,q20-40,q20-40,q00-20,,,-1.0,,,,0,0,1392,1021,1036,,
484,mean_perimeter:q40-60  mean_radius:q40-60  mean_smoothness:q20-40,22,1.0,1.0,,1.0,21,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.8389023847809204,,1,0,1.0,21,0.0,21,0,3,,,,,,q40-60,q40-60,q20-40,,,-1.0,-1.0127393670834062,-1.0,,0,0,1166,1093,1468,,
485,mean_perimeter:q40-60  mean_radius:q40-60  mean_smoothness:q00-20,32,1.0,0.0,,0.0,31,,0.975,1.0,True,0.0,,,0,0.0,0,0.88781125307763,,1,0,0.0,32,0.0,31,1,3,,,,,,q40-60,q40-60,q00-20,,,-0.9427220909042038,-1.0,,,0,0,532,638,654,,
486,mean_perimeter:q60-80  mean_radius:q60-80  mean_smoothness:q80-100,24,1.0,1.0,,1.0,4,1.0,1.0,1.0,True,1.0,1.0,1.0,20,0.8315665290169145,20,0.3976353643835142,,20,0,1.0,4,1.0,4,0,3,,,,,,q60-80,q60-80,q80-100,,,-1.0,-1.2539175392177824,,,0,0,1086,1010,1389,,
487,mean_perimeter:q60-80  mean_radius:q60-80  mean_smoothness:q20-40,21,1.0,1.0,1.0,0.875,13,0.9333333333333333,0.9968402764687477,1.0,True,0.9013878188659973,1.0,0.9375,7,0.4734903291248362,7,0.7529473619994964,0.8150022509662467,8,0,0.875,14,0.560112033611204,13,1,3,,,,,,q60-80,q60-80,q20-40,,,-1.2426941677274626,-1.0,-0.7052745005342855,-1.002040531704325,0,0,1085,1106,1452,,
488,mean_perimeter:q60-80  mean_radius:q60-80  mean_smoothness:q40-60,27,0.7272727272727273,0.9403056282246289,0.9625402528219418,0.875,8,0.8484848484848485,0.9844863961845862,0.9397822658272428,True,0.6128089093333163,0.8235294117647058,0.8011363636363636,17,0.6165237631507436,14,0.39025744042757876,0.6397324744507857,16,3,0.875,10,0.3486343238215588,11,2,3,,,,,,q60-80,q60-80,q40-60,,,-1.0,-1.0,-1.0414715630882,-0.9646378637969784,0,0,850,781,1141,,
489,mean_perimeter:q00-20  mean_radius:q00-20  mean_smoothness:q60-80,30,1.0,0.0,,,30,,,1.0,True,0.0,,,0,,0,0.8842966917779725,,0,0,,30,0.0,30,0,3,,,,,,q00-20,q00-20,q60-80,,,-1.0,,,,0,0,1105,728,746,,
490,mean_perimeter:q00-20  mean_radius:q00-20  mean_smoothness:q40-60,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,3,,,,,,q00-20,q00-20,q40-60,,,-0.9564465677683354,,,,0,0,1599,1220,1238,,
491,mean_perimeter:q00-20  mean_radius:q00-20  mean_smoothness:q00-20,26,1.0,0.0,,,26,,,1.0,True,0.0,,,0,,0,0.8677253955022459,,0,0,,26,0.0,26,0,3,,,,,,q00-20,q00-20,q00-20,,,-1.0,,,,0,0,1301,928,938,,
492,mean_perimeter:q80-100  mean_radius:q80-100  mean_symmetry:q80-100,31,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,31,0.88781125307763,31,,,31,0,1.0,0,0.0,0,0,3,,,,,,q80-100,q80-100,,q80-100,,,-1.0,,,0,0,789,1092,723,,
493,mean_perimeter:q80-100  mean_radius:q80-100  mean_symmetry:q40-60,32,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,32,0.8911188393205571,32,,,32,0,1.0,0,0.0,0,0,3,,,,,,q80-100,q80-100,,q40-60,,,-0.9713600536088663,,,0,0,786,1089,718,,
494,mean_perimeter:q80-100  mean_radius:q80-100  mean_symmetry:q60-80,22,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,22,0.8456274871844254,22,,,22,0,1.0,0,0.0,0,0,3,,,,,,q80-100,q80-100,,q60-80,,,-1.0,,,0,0,1181,1484,1111,,
495,mean_perimeter:q20-40  mean_radius:q20-40  mean_symmetry:q00-20,27,1.0,0.0,,,27,,,1.0,True,0.0,,,0,,0,0.8722971323845661,,0,0,,27,0.0,27,0,3,,,,,,q20-40,q20-40,,q00-20,,-1.0,,,,0,0,1248,885,880,,
496,mean_perimeter:q20-40  mean_radius:q20-40  mean_symmetry:q60-80,23,1.0,1.0,,1.0,22,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.8456274871844254,,1,0,1.0,22,0.0,22,0,3,,,,,,q20-40,q20-40,,q60-80,,-1.0,-1.0,-1.0,,0,0,1093,1035,1375,,
497,mean_perimeter:q20-40  mean_radius:q20-40  mean_symmetry:q20-40,26,1.0,0.0,,0.0,25,,0.975,1.0,True,0.0,,,0,0.0,0,0.8628148284692875,,1,0,0.0,26,0.0,25,1,3,,,,,,q20-40,q20-40,,q20-40,,-0.9642048263805313,-1.0,,,0,0,766,878,871,,
498,mean_perimeter:q40-60  mean_radius:q40-60  mean_symmetry:q40-60,23,1.0,0.8751308843309663,0.9400455838177655,0.4,18,0.5714285714285715,0.8533672003653274,1.0,True,0.5855400437691199,1.0,0.7,2,0.05274495052631566,2,0.8146980318621477,0.4599544161822346,5,0,0.4,21,0.0,18,3,3,,,,,,q40-60,q40-60,,q40-60,,-0.952320763673122,-1.0,-1.0,-1.0000000000000002,0,0,954,1073,1293,,
499,mean_perimeter:q40-60  mean_radius:q40-60  mean_symmetry:q00-20,27,1.0,0.0,,,27,,,1.0,True,0.0,,,0,,0,0.8722971323845661,,0,0,,27,0.0,27,0,3,,,,,,q40-60,q40-60,,q00-20,,-0.9353342747902813,,,,0,0,1221,873,850,,
500,mean_perimeter:q40-60  mean_radius:q40-60  mean_symmetry:q20-40,31,1.0,1.0,1.0,0.75,27,0.8571428571428571,0.9936905367902901,1.0,True,0.8504200642707612,1.0,0.875,3,0.1941204496832434,3,0.8722971323845661,0.6300045019324932,4,0,0.75,28,0.30184156992258954,27,1,3,,,,,,q40-60,q40-60,,q20-40,,-0.9665884627742786,-1.0,-0.8512444724467304,-1.0,0,0,601,684,993,,
501,mean_perimeter:q60-80  mean_radius:q60-80  mean_symmetry:q80-100,24,0.6666666666666666,1.0,1.0,0.9523809523809523,2,0.9523809523809523,0.9987951165516293,0.9915962413403874,True,0.6190476190476191,0.9523809523809523,0.8095238095238095,21,0.761840090063179,20,0.09429932405071303,0.47954670848817216,21,1,0.9523809523809523,3,-0.024999999999999942,3,1,3,,,,,,q60-80,q60-80,,q80-100,,-1.0,-0.9211947399467776,-1.0262601626016261,-0.9949663630556613,0,0,1011,898,1263,,
502,mean_perimeter:q60-80  mean_radius:q60-80  mean_symmetry:q40-60,20,0.6,0.7807871928400343,0.9376522649024772,0.9,6,0.7826086956521738,0.9974714214555375,0.8784477418801728,True,0.5241424183609591,0.6923076923076923,0.75,13,0.5549838829718046,9,0.2623780766069451,0.5623477350975228,10,4,0.9,7,0.2952567050119335,10,1,3,,,,,,q60-80,q60-80,,q40-60,,-1.0,-0.9271477787820281,-1.3414727909798034,-0.9759119750625893,0,0,1134,1041,1384,,
503,mean_perimeter:q60-80  mean_radius:q60-80  mean_symmetry:q60-80,30,1.0,1.0,1.0,0.9523809523809523,9,0.975609756097561,0.9987951165516293,1.0,True,0.9258200997725514,1.0,0.9761904761904762,20,0.761840090063179,20,0.6637328831200571,0.9295246670347602,21,0,0.9523809523809523,10,0.8007925783869249,9,1,3,,,,,,q60-80,q60-80,,q60-80,,-1.0,-1.178174848612666,-1.928714000818251,-2.6303563957238376,0,0,785,807,1128,,
504,mean_perimeter:q00-20  mean_radius:q00-20  mean_symmetry:q80-100,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,3,,,,,,q00-20,q00-20,,q80-100,,-0.959919134647102,,,,0,0,1483,1131,1110,,
505,mean_perimeter:q00-20  mean_radius:q00-20  mean_symmetry:q00-20,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,3,,,,,,q00-20,q00-20,,q00-20,,-1.0,,,,0,0,1496,1142,1121,,
506,mean_perimeter:q00-20  mean_radius:q00-20  mean_symmetry:q60-80,26,1.0,0.0,,0.0,25,,0.975,1.0,True,0.0,,,0,0.0,0,0.8628148284692875,,1,0,0.0,26,0.0,25,1,3,,,,,,q00-20,q00-20,,q60-80,,-1.0,-1.0,,,0,0,759,884,863,,
507,mean_perimeter:q00-20  mean_radius:q00-20  mean_symmetry:q20-40,23,1.0,0.0,,,23,,,1.0,True,0.0,,,0,,0,0.8518148710847749,,0,0,,23,0.0,23,0,3,,,,,,q00-20,q00-20,,q20-40,,-1.0,,,,0,0,1439,1090,1061,,
508,mean_perimeter:q80-100  mean_radius:q80-100  mean_texture:q60-80,36,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,36,0.9026062440854072,36,,,36,0,1.0,0,0.0,0,0,3,,,,,,q80-100,q80-100,,,q60-80,,-0.9742984704091507,,,0,0,748,1046,664,,
509,mean_perimeter:q80-100  mean_radius:q80-100  mean_texture:q80-100,39,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,39,0.9097488990396657,39,,,39,0,1.0,0,0.0,0,0,3,,,,,,q80-100,q80-100,,,q80-100,,-0.9761354924359589,,,0,0,717,1015,631,,
510,mean_perimeter:q20-40  mean_radius:q20-40  mean_texture:q00-20,28,1.0,0.0,,,28,,,1.0,True,0.0,,,0,,0,0.8765638814997305,,0,0,,28,0.0,28,0,3,,,,,,q20-40,q20-40,,,q00-20,-0.9676654655133248,,,,0,0,1199,841,817,,
511,mean_perimeter:q20-40  mean_radius:q20-40  mean_texture:q20-40,25,1.0,0.0,,0.0,24,,0.975,1.0,True,0.0,,,0,0.0,0,0.8575264022774187,,1,0,0.0,25,0.0,24,1,3,,,,,,q20-40,q20-40,,,q20-40,-0.9628813599403437,-1.0,,,0,0,815,935,912,,
512,mean_perimeter:q20-40  mean_radius:q20-40  mean_texture:q40-60,26,1.0,1.0,1.0,0.5,24,0.6666666666666666,0.987420882906321,1.0,True,0.6928203230275508,1.0,0.75,1,0.01257911709367899,1,0.8575264022774187,0.2600090038649865,2,0,0.5,25,0.0,24,1,3,,,,,,q20-40,q20-40,,,q40-60,-0.8963265451055127,-1.0,-1.0,-1.0,0,0,790,882,1142,,
513,mean_perimeter:q40-60  mean_radius:q40-60  mean_texture:q00-20,20,1.0,1.0,,1.0,19,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.823533088192828,,1,0,1.0,19,0.0,19,0,3,,,,,,q40-60,q40-60,,,q00-20,-0.9544762202623868,-1.0,-1.0,,0,0,1286,1216,1553,,
514,mean_perimeter:q40-60  mean_radius:q40-60  mean_texture:q20-40,31,0.9655172413793104,1.0,1.0,0.5,28,0.5,0.987420882906321,0.9991273531164029,True,0.46551724137931033,0.5,0.7327586206896551,2,0.01257911709367899,1,0.8223557045115856,0.2416037488148466,2,1,0.5,29,-0.0745868722684339,29,1,3,,,,,,q40-60,q40-60,,,q20-40,-0.9690287447211582,-1.0042831140196231,-1.0200798689399637,-0.8943740206808297,0,0,574,592,873,,
515,mean_perimeter:q40-60  mean_radius:q40-60  mean_texture:q60-80,21,1.0,1.0,1.0,0.7777777777777778,12,0.8750000000000001,0.9718550265221126,1.0,True,0.816496580927726,1.0,0.8888888888888888,7,0.3999064262836879,7,0.7353515306029488,0.744845075507327,9,0,0.7777777777777778,14,0.5471532477798317,12,2,3,,,,,,q40-60,q40-60,,,q60-80,-1.0,-1.0,-0.8311651429370972,-1.0,0,0,1082,1151,1456,,
516,mean_perimeter:q60-80  mean_radius:q60-80  mean_texture:q60-80,25,1.0,1.0,1.0,0.9545454545454546,3,0.9767441860465117,0.9988498524734183,1.0,True,0.8461141122266493,1.0,0.9772727272727273,21,0.771555602332364,21,0.2924017738212867,0.9327280912604531,22,0,0.9545454545454546,4,0.0,3,1,3,,,,,,q60-80,q60-80,,,q60-80,-1.0,-0.9605894552607621,-1.0,-2.7556114621868835,0,0,942,949,1262,,
517,mean_perimeter:q60-80  mean_radius:q60-80  mean_texture:q80-100,28,1.0,0.8699976471559738,0.9915715478053398,0.8181818181818182,6,0.9,0.9481327006875634,1.0,True,0.7006490497453707,1.0,0.9090909090909092,18,0.5971542169222595,18,0.5407418735600996,0.826610270376478,22,0,0.8181818181818182,10,0.5366666393949474,6,4,3,,,,,,q60-80,q60-80,,,q80-100,-1.0,-0.9571657699299475,-1.149635515793794,-1.072656525029228,0,0,779,838,1116,,
518,mean_perimeter:q00-20  mean_radius:q00-20  mean_texture:q00-20,37,1.0,0.0,,,37,,,1.0,True,0.0,,,0,,0,0.9051094125850101,,0,0,,37,0.0,37,0,3,,,,,,q00-20,q00-20,,,q00-20,-0.9749413923563086,,,,0,0,1004,637,619,,
519,mean_perimeter:q00-20  mean_radius:q00-20  mean_texture:q20-40,23,1.0,0.0,,,23,,,1.0,True,0.0,,,0,,0,0.8518148710847749,,0,0,,23,0.0,23,0,3,,,,,,q00-20,q00-20,,,q20-40,-1.0,,,,0,0,1440,1247,976,,
520,mean_perimeter:q00-20  mean_radius:q00-20  mean_texture:q40-60,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,3,,,,,,q00-20,q00-20,,,q40-60,-0.9229207656468693,,,,0,0,1643,1493,1442,,
